ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER, SALES ,ORDERDATE,DAYS_SINCE_LAST_ORDER,STATUS,PRODUCTLINE,MSRP,SPV,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
10252,47,65.80,8," 3,092.60 ",26/03/2023,377,Shipped,Motorcycles,69.00,-3.20,S24_2360,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Medium
10243,47,130.94,2," 6,154.18 ",26/02/2023,405,Shipped,Vintage Cars,127.00,3.94,S18_2325,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,51003,USA,Franco,Valarie,Medium
10241,47,94.50,6," 4,441.50 ",13/02/2023,418,Shipped,Classic Cars,90.00,4.50,S24_2766,Mini Caravy,88.60.1555,"24, place Kluber",Strasbourg,67000,France,Citeaux,Frederique,Medium
10239,47,150.71,1," 7,083.37 ",12/02/2023,419,Shipped,Classic Cars,169.00,-18.29,S18_3232,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,90110,Finland,Koskitalo,Pirkko,Large
10238,47,62.45,2," 2,935.15 ",09/02/2023,422,Shipped,Classic Cars,61.00,1.45,S24_3371,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Kobenhavn,1734,Denmark,Petersen,Jytte,Small
10227,47,88.14,14," 4,142.58 ",02/01/2023,460,Shipped,Classic Cars,90.00,-1.86,S24_2766,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,69004,France,Saveley,Mary,Medium
10225,47,64.68,5," 3,039.96 ",22/12/2022,471,Shipped,Classic Cars,77.00,-12.32,S18_1889,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland,Holz,Michael,Medium
10107,47,115.37,4," 5,422.39 ",20/12/2022,473,Shipped,Motorcycles,118.00,-2.63,S10_2016,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Medium
10223,47,100.53,9," 4,724.91 ",20/12/2022,473,Shipped,Planes,84.00,16.53,S18_2581,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Medium
10222,47,70.81,14," 3,328.07 ",19/12/2022,474,Shipped,Vintage Cars,88.00,-17.19,S24_3151,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,Thompson,Valarie,Medium
10207,47,141.66,16," 6,658.02 ",09/10/2022,545,Shipped,Trucks and Buses,121.00,20.66,S18_4600,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,51003,USA,Franco,Valarie,Medium
10107,47,192.87,6," 9,064.89 ",05/10/2022,549,Shipped,Classic Cars,214.00,-21.13,S10_1949,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,V3F 2K1,Canada,Tannamuri,Yoshi,Large
10107,47,110.55,5," 5,195.85 ",02/10/2022,552,Shipped,Classic Cars,115.00,-4.45,S12_4675,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10204,47,96.32,8," 4,527.04 ",02/10/2022,552,Shipped,Classic Cars,90.00,6.32,S24_2766,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Medium
10203,47,148.86,3," 6,996.42 ",02/10/2022,552,Shipped,Classic Cars,140.00,8.86,S24_3856,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10107,47,189.10,5," 8,887.70 ",26/09/2022,558,Shipped,Classic Cars,207.00,-17.90,S12_1108,Super Scale Inc.,2035559545,567 North Pendale Street,New Haven,97823,USA,Murphy,Leslie,Large
10197,47,83.20,8," 3,910.40 ",26/09/2022,558,Shipped,Vintage Cars,88.00,-4.80,S24_3151,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",Barcelona,8022,Spain,Saavedra,Eduardo,Medium
10192,47,157.90,10," 7,421.30 ",20/09/2022,564,Shipped,Classic Cars,142.00,15.90,S18_1984,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,Young,Valarie,Large
10192,47,53.83,6," 2,530.01 ",20/09/2022,564,Shipped,Classic Cars,50.00,3.83,S24_1628,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,Young,Valarie,Small
10185,47,77.24,8," 3,630.28 ",14/09/2022,570,Shipped,Vintage Cars,87.00,-9.76,S18_4522,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,Medium
10183,47,107.13,12," 5,035.11 ",13/09/2022,571,Shipped,Vintage Cars,97.00,10.13,S24_4258,"Classic Gift Ideas, Inc",2155554695,782 First Street,Philadelphia,71270,USA,Cervantes,Francisca,Medium
10182,47,74.22,16," 3,488.34 ",12/09/2022,572,Shipped,Classic Cars,73.00,1.22,S24_1046,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium
10107,47,178.27,3," 8,378.69 ",06/09/2022,578,Shipped,Classic Cars,151.00,27.27,S12_3148,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Large
10175,47,108.97,10," 5,121.59 ",06/09/2022,578,Shipped,Trucks and Buses,121.00,-12.03,S18_4600,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,London,WX3 6FW,UK,Brown,Ann,Medium
10107,47,116.27,4," 5,464.69 ",04/09/2022,580,Shipped,Classic Cars,117.00,-0.73,S12_3380,Mini Auto Werke,7675-3555,Kirchgasse 6,Graz,8010,Austria,Mendel,Roland,Medium
10165,47,186.27,16," 8,754.69 ",22/08/2022,593,Shipped,Classic Cars,169.00,17.27,S18_3232,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Large
10301,47,159.32,7," 7,488.04 ",05/08/2022,610,Shipped,Classic Cars,142.00,17.32,S18_1984,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,N 0106,Norway,Klaeboe,Jan,Large
10150,47,91.18,9," 4,285.46 ",19/07/2022,627,Shipped,Vintage Cars,101.00,-9.82,S18_2949,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Medium
10148,47,124.44,9," 5,848.68 ",11/07/2022,635,Shipped,Classic Cars,124.00,0.44,S18_1589,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Medium
10148,47,56.85,8," 2,671.95 ",11/07/2022,635,Shipped,Classic Cars,50.00,6.85,S24_1628,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Small
10146,47,67.14,2," 3,155.58 ",03/07/2022,643,Shipped,Motorcycles,62.00,5.14,S18_3782,Gift Ideas Corp.,2035554407,2440 Pompton St.,Glendale,97561,USA,Lewis,Dan,Medium
10145,47,83.03,11," 3,902.41 ",25/06/2022,651,Shipped,Motorcycles,76.00,7.03,S24_2000,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,90003,USA,Young,Julie,Medium
10142,47,128.39,8," 6,034.33 ",08/06/2022,668,Shipped,Vintage Cars,136.00,-7.61,S18_3140,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium
10141,47,133.78,8," 6,287.66 ",01/06/2022,675,Shipped,Trucks and Buses,122.00,11.78,S18_2319,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,FIN-02271,Finland,Suominen,Kalle,Medium
10140,47,108.62,1," 5,105.14 ",24/05/2022,683,Shipped,Trucks and Buses,127.00,-18.38,S24_2300,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,94217,USA,Hirano,Juri,Medium
10135,47,134.81,2," 6,336.07 ",02/05/2022,705,Shipped,Classic Cars,140.00,-5.19,S24_3856,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium
10120,47,82.21,13," 3,863.87 ",01/03/2022,767,Shipped,Planes,91.00,-8.79,S700_1691,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Medium
10115,47,69.36,2," 3,259.92 ",04/02/2022,792,Shipped,Classic Cars,57.00,12.36,S24_1444,Classic Legends Inc.,2125558493,5905 Pompton St.,NYC,10022,USA,Hernandez,Maria,Medium
10109,47,132.80,2," 6,241.60 ",10/01/2022,817,Shipped,Classic Cars,141.00,-8.20,S18_3685,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,71270,USA,Hernandez,Rosa,Medium
10416,48,74.62,5," 3,581.76 ",10/03/2024,27,Shipped,Planes,72.00,2.62,S24_4278,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Medium
10414,48,121.01,14," 5,808.48 ",06/03/2024,31,On Hold,Trains,100.00,21.01,S18_3259,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,51003,USA,Yoshido,Juri,Medium
10406,48,149.36,2," 7,169.28 ",15/02/2024,51,Disputed,Classic Cars,142.00,7.36,S18_1984,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Kobenhavn,1734,Denmark,Petersen,Jytte,Large
10397,48,108.18,3," 5,192.64 ",28/01/2024,69,Shipped,Ships,100.00,8.18,S700_3505,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,Toulouse,31000,France,Roulet,Annette,Medium
10382,48,141.66,8," 6,799.68 ",17/12/2023,111,Shipped,Trucks and Buses,64.00,77.66,S32_3522,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium
10372,48,146.49,6," 7,031.52 ",26/11/2023,132,Shipped,Classic Cars,143.00,3.49,S18_4027,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,106-0032,Japan,Shimamura,Akiko,Large
10371,48,56.55,10," 2,714.40 ",23/11/2023,135,Shipped,Trucks and Buses,115.00,-58.45,S50_1392,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small
10364,48,48.28,1," 2,317.44 ",06/11/2023,152,Shipped,Motorcycles,40.00,8.28,S32_2206,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,13008,France,Lebihan,Laurence,Small
10107,48,54.68,6," 2,624.64 ",15/10/2023,174,Shipped,Classic Cars,136.00,-81.32,S10_4757,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,Small
10356,48,202.50,5," 9,720.00 ",09/10/2023,180,Shipped,Vintage Cars,33.00,169.50,S24_1937,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,75508,France,Da Cunha,Daniel,Large
10353,48,68.80,4," 3,302.40 ",04/10/2023,185,Shipped,Planes,118.00,-49.20,S700_2834,Gift Ideas Corp.,2035554407,2440 Pompton St.,Glendale,97561,USA,Lewis,Dan,Medium
10107,48,109.02,9," 5,232.96 ",01/10/2023,188,Shipped,Trucks and Buses,118.00,-8.98,S12_4473,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Medium
10349,48,154.10,6," 7,396.80 ",01/10/2023,188,Shipped,Classic Cars,169.00,-14.90,S18_3232,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Large
10349,48,47.40,4," 2,275.20 ",01/10/2023,188,Shipped,Classic Cars,57.00,-9.60,S24_1444,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Small
10347,48,100.30,9," 4,814.40 ",29/09/2023,190,Shipped,Vintage Cars,101.00,-0.70,S18_2949,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Medium
10342,48,62.45,10," 2,997.60 ",24/09/2023,195,Shipped,Classic Cars,61.00,1.45,S24_3371,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Small
10336,48,120.38,12," 5,778.24 ",20/09/2023,199,Shipped,Vintage Cars,136.00,-15.62,S18_3140,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Paris,75012,France,Bertrand,Marie,Medium
10328,48,58.92,1," 2,828.16 ",12/09/2023,207,Shipped,Planes,68.00,-9.08,S24_2841,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,Small
10324,48,171.03,4," 8,209.44 ",05/09/2023,214,Shipped,Trucks and Buses,64.00,107.03,S32_3522,Vitachrome Inc.,2125551500,2678 Kingston Rd.,NYC,10022,USA,Frick,Michael,Large
10322,48,47.04,7," 2,257.92 ",04/09/2023,215,Shipped,Vintage Cars,104.00,-56.96,S18_3136,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,Young,Valarie,Small
10321,48,42.26,5," 2,028.48 ",04/09/2023,215,Shipped,Classic Cars,50.00,-7.74,S24_1628,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,Small
10318,48,134.11,2," 6,437.28 ",02/09/2023,217,Shipped,Motorcycles,112.00,22.11,S24_1578,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,70267,USA,Yu,Kyung,Medium
10107,48,52.36,8," 2,513.28 ",01/09/2023,218,Shipped,Classic Cars,207.00,-154.64,S12_1108,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain,Sommer,Mart¡n,Small
10316,48,74.45,18," 3,573.60 ",01/09/2023,218,Shipped,Ships,72.00,2.45,S700_2610,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,Cowes,PO31 7PJ,UK,Bennett,Helen,Medium
10316,48,75.20,5," 3,609.60 ",01/09/2023,218,Shipped,Planes,80.00,-4.80,S700_3167,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,Cowes,PO31 7PJ,UK,Bennett,Helen,Medium
10107,48,242.16,3," 11,623.70 ",21/08/2023,229,Shipped,Classic Cars,214.00,28.16,S10_1949,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Large
10312,48,168.30,17," 8,078.40 ",21/08/2023,229,Shipped,Vintage Cars,170.00,-1.70,S18_1749,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Large
10310,48,186.27,3," 8,940.96 ",16/08/2023,234,Shipped,Classic Cars,169.00,17.27,S18_3232,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Koln,50739,Germany,Pfalzheim,Henriette,Large
10307,48,86.81,6," 4,166.88 ",14/08/2023,236,Shipped,Vintage Cars,105.00,-18.19,S18_3856,"Classic Gift Ideas, Inc",2155554695,782 First Street,Philadelphia,71270,USA,Cervantes,Francisca,Medium
10305,48,31.47,6," 1,510.56 ",13/08/2023,237,Shipped,Classic Cars,35.00,-3.53,S24_2840,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA,Hernandez,Marta,Small
10291,48,110.18,5," 5,288.64 ",08/07/2023,273,Shipped,Trucks and Buses,121.00,-10.82,S18_4600,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden,Larsson,Maria,Medium
10291,48,112.46,1," 5,398.08 ",08/07/2023,273,Shipped,Trucks and Buses,127.00,-14.54,S24_2300,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden,Larsson,Maria,Medium
10288,48,136.23,8," 6,539.04 ",01/07/2023,280,Shipped,Classic Cars,117.00,19.23,S24_2887,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Medium
10281,48,120.28,4," 5,773.44 ",19/06/2023,292,Shipped,Trucks and Buses,122.00,-1.72,S18_2319,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,70267,USA,Yu,Kyung,Medium
10279,48,116.27,2," 5,580.96 ",09/06/2023,302,Shipped,Classic Cars,117.00,-0.73,S24_2887,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10279,48,128.50,6," 6,168.00 ",09/06/2023,302,Shipped,Classic Cars,107.00,21.50,S24_3432,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10276,48,119.04,8," 5,713.92 ",02/06/2023,309,Shipped,Classic Cars,148.00,-28.96,S18_4721,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,Brickhaven,58339,USA,Barajas,Miguel,Medium
10276,48,75.18,7," 3,608.64 ",02/06/2023,309,Shipped,Classic Cars,80.00,-4.82,S24_4620,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,Brickhaven,58339,USA,Barajas,Miguel,Medium
10275,48,132.89,8," 6,378.72 ",23/05/2023,319,Shipped,Planes,118.00,14.89,S700_2834,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Medium
10273,48,83.02,3," 3,984.96 ",21/05/2023,321,Shipped,Vintage Cars,83.00,0.02,S24_3816,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,B-1180,Belgium,Dewey,Catherine,Medium
10269,48,97.39,2," 4,674.72 ",16/05/2023,326,Shipped,Vintage Cars,97.00,0.39,S24_4258,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,5020,Austria,Pipps,Georg,Medium
10264,48,54.71,3," 2,626.08 ",30/04/2023,342,Shipped,Motorcycles,62.00,-7.29,S18_3782,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,51003,USA,Yoshido,Juri,Small
10107,48,134.05,1," 6,434.40 ",28/04/2023,344,Shipped,Motorcycles,150.00,-15.95,S12_2823,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,Medium
10262,48,61.42,8," 2,948.16 ",24/04/2023,348,Cancelled,Planes,68.00,-6.58,S24_3949,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10252,48,72.41,7," 3,475.68 ",26/03/2023,377,Shipped,Motorcycles,81.00,-8.59,S50_4713,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Medium
10248,48,145.01,10," 6,960.48 ",07/03/2023,396,Cancelled,Ships,122.00,23.01,S24_2011,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Medium
10247,48,140.75,5," 6,756.00 ",05/03/2023,398,Shipped,Classic Cars,143.00,-2.25,S18_4027,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,FIN-02271,Finland,Suominen,Kalle,Medium
10232,48,95.80,8," 4,598.40 ",20/01/2023,442,Shipped,Trains,100.00,-4.20,S18_3259,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,Cowes,PO31 7PJ,UK,Bennett,Helen,Medium
10232,48,96.16,1," 4,615.68 ",20/01/2023,442,Shipped,Ships,100.00,-3.84,S700_3505,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,Cowes,PO31 7PJ,UK,Bennett,Helen,Medium
10229,48,118.84,6," 5,704.32 ",11/01/2023,451,Shipped,Trucks and Buses,127.00,-8.16,S24_2300,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium
10226,48,92.09,2," 4,420.32 ",26/12/2022,467,Shipped,Classic Cars,107.00,-14.91,S24_3432,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,Thompson,Valarie,Medium
10222,48,56.64,3," 2,718.72 ",19/12/2022,474,Shipped,Planes,68.00,-11.36,S24_3949,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,Thompson,Valarie,Small
10107,48,101.91,2," 4,891.68 ",10/12/2022,483,Shipped,Trucks and Buses,118.00,-16.09,S12_4473,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Brisbane,94217,USA,Taylor,Sue,Medium
10107,48,146.26,4," 7,020.48 ",04/12/2022,489,Shipped,Classic Cars,147.00,-0.74,S10_4962,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Large
10211,48,48.98,1," 2,351.04 ",15/11/2022,508,Shipped,Classic Cars,61.00,-12.02,S24_3371,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Small
10208,48,116.97,11," 5,614.56 ",02/11/2022,521,Shipped,Trains,100.00,16.97,S18_3259,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,69004,France,Saveley,Mary,Medium
10205,48,63.61,1," 3,053.28 ",03/10/2022,551,Shipped,Vintage Cars,53.00,10.61,S18_1367,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10203,48,172.73,1," 8,291.04 ",02/10/2022,552,Shipped,Classic Cars,169.00,3.73,S18_3232,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Large
10204,48,91.02,11," 4,368.96 ",02/10/2022,552,Shipped,Classic Cars,107.00,-15.98,S24_3432,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Medium
10199,48,83.12,2," 3,989.76 ",01/10/2022,553,Shipped,Planes,91.00,-7.88,S700_1691,West Coast Collectables Co.,3105553722,3675 Furth Circle,Burbank,94019,USA,Thompson,Steve,Medium
10198,48,67.82,5," 3,255.36 ",27/09/2022,557,Shipped,Planes,68.00,-0.18,S24_2841,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,1227 MM,Philippines,Cruz,Arnold,Medium
10191,48,60.01,2," 2,880.48 ",20/09/2022,564,Shipped,Classic Cars,61.00,-0.99,S24_3371,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Koln,50739,Germany,Pfalzheim,Henriette,Small
10107,48,114.84,1," 5,512.32 ",18/09/2022,566,Shipped,Motorcycles,95.00,19.84,S10_1678,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,N 5804,Norway,Oeztan,Veysel,Medium
10184,48,50.95,1," 2,445.60 ",14/09/2022,570,Shipped,Trains,62.00,-11.05,S32_3207,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",Sevilla,41101,Spain,Roel,Jose Pedro,Small
10180,48,111.57,10," 5,355.36 ",11/09/2022,573,Shipped,Motorcycles,112.00,-0.43,S24_1578,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Lille,59000,France,Rance,Martine,Medium
10178,48,112.22,9," 5,386.56 ",08/09/2022,576,Shipped,Vintage Cars,105.00,7.22,S18_3856,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,Toulouse,31000,France,Roulet,Annette,Medium
10107,48,93.34,3," 4,480.32 ",06/09/2022,578,Shipped,Trucks and Buses,116.00,-22.66,S18_1097,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,South Brisbane,4101,Australia,Calaghan,Tony,Medium
10175,48,122.73,4," 5,891.04 ",06/09/2022,578,Shipped,Trucks and Buses,122.00,0.73,S18_2319,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,London,WX3 6FW,UK,Brown,Ann,Medium
10173,48,44.21,5," 2,122.08 ",05/09/2022,579,Shipped,Vintage Cars,53.00,-8.79,S18_1367,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,Small
10172,48,114.44,8," 5,493.12 ",05/09/2022,579,Shipped,Classic Cars,141.00,-26.56,S18_3685,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,Medium
10169,48,80.55,10," 3,866.40 ",04/09/2022,580,Shipped,Motorcycles,81.00,-0.45,S50_4713,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Medium
10168,48,78.25,10," 3,756.00 ",28/08/2022,587,Shipped,Planes,72.00,6.25,S24_4278,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,94217,USA,Hirano,Juri,Medium
10168,48,51.93,13," 2,492.64 ",28/08/2022,587,Shipped,Vintage Cars,43.00,8.93,S50_1341,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,94217,USA,Hirano,Juri,Small
10168,48,96.00,15," 4,608.00 ",28/08/2022,587,Shipped,Planes,80.00,16.00,S700_3167,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,94217,USA,Hirano,Juri,Medium
10107,48,142.20,12," 6,825.60 ",22/08/2022,593,Shipped,Trucks and Buses,118.00,24.20,S12_4473,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Medium
10165,48,45.99,14," 2,207.52 ",22/08/2022,593,Shipped,Trucks and Buses,54.00,-8.01,S32_2509,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Small
10165,48,94.92,10," 4,556.16 ",22/08/2022,593,Shipped,Trucks and Buses,115.00,-20.08,S50_1392,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Medium
10163,48,69.96,4," 3,358.08 ",20/08/2022,595,Shipped,Vintage Cars,62.00,7.96,S18_2957,Classic Legends Inc.,2125558493,5905 Pompton St.,NYC,10022,USA,Hernandez,Maria,Medium
10161,48,128.03,11," 6,145.44 ",17/08/2022,598,Shipped,Classic Cars,142.00,-13.97,S18_1984,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark,Ibsen,Palle,Medium
10156,48,103.21,2," 4,954.08 ",08/08/2022,607,Shipped,Planes,91.00,12.21,S700_1691,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10302,48,74.48,6," 3,575.04 ",06/08/2022,609,Shipped,Classic Cars,85.00,-10.52,S24_3191,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,Devon,Elizabeth,Medium
10301,48,34.36,10," 1,649.28 ",05/08/2022,610,Shipped,Classic Cars,37.00,-2.64,S24_2972,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,N 0106,Norway,Klaeboe,Jan,Small
